3.1623e-06,3.2251e-05,0.078632,0.037416,0.053004
3.1714e-06,3.2227e-05,0.078706,0.037417,0.053005
3.1805e-06,3.2251e-05,0.07878,0.037418,0.053006
3.1897e-06,3.2275e-05,0.078854,0.037418,0.053007
3.1989e-06,3.2298e-05,0.078928,0.037419,0.053009
3.2081e-06,3.2322e-05,0.079002,0.03742,0.05301
3.2174e-06,3.2346e-05,0.079077,0.03742,0.053011
3.2266e-06,3.237e-05,0.079151,0.037421,0.053012
3.2359e-06,3.2394e-05,0.079225,0.037421,0.053013
3.2453e-06,3.2417e-05,0.0793,0.037422,0.053015
3.2546e-06,3.2441e-05,0.079374,0.037423,0.053016
3.264e-06,3.2465e-05,0.079449,0.037423,0.053017
3.2734e-06,3.2489e-05,0.079523,0.037424,0.053018
3.2829e-06,3.2513e-05,0.079598,0.037425,0.05302
3.2923e-06,3.2537e-05,0.079673,0.037425,0.053021
3.3018e-06,3.2561e-05,0.079748,0.037426,0.053022
3.3113e-06,3.2585e-05,0.079823,0.037427,0.053023
3.3209e-06,3.261e-05,0.079898,0.037427,0.053025
3.3305e-06,3.2634e-05,0.079973,0.037428,0.053026
3.3401e-06,3.2658e-05,0.080048,0.037428,0.053027
3.3497e-06,3.2682e-05,0.080123,0.037429,0.053028
3.3593e-06,3.2706e-05,0.080198,0.03743,0.05303
3.369e-06,3.273e-05,0.080274,0.03743,0.053031
3.3787e-06,3.2755e-05,0.080349,0.037431,0.053032
3.3885e-06,3.2779e-05,0.080425,0.037432,0.053033
3.3982e-06,3.2803e-05,0.0805,0.037432,0.053034
3.408e-06,3.2828e-05,0.080576,0.037433,0.053036
3.4179e-06,3.2852e-05,0.080651,0.037434,0.053037
3.4277e-06,3.2877e-05,0.080727,0.037434,0.053038
3.4376e-06,3.2901e-05,0.080803,0.037435,0.053039
3.4475e-06,3.2925e-05,0.080879,0.037435,0.053041
3.4575e-06,3.295e-05,0.080955,0.037436,0.053042
3.4674e-06,3.2975e-05,0.081031,0.037437,0.053043
3.4774e-06,3.2999e-05,0.081107,0.037437,0.053044
3.4874e-06,3.3024e-05,0.081183,0.037438,0.053046
3.4975e-06,3.3048e-05,0.08126,0.037439,0.053047
3.5076e-06,3.3073e-05,0.081336,0.037439,0.053048
3.5177e-06,3.3098e-05,0.081413,0.03744,0.05305
3.5278e-06,3.3122e-05,0.081489,0.037441,0.053051
3.538e-06,3.3147e-05,0.081566,0.037441,0.053052
3.5482e-06,3.3172e-05,0.081642,0.037442,0.053053
3.5584e-06,3.3197e-05,0.081719,0.037443,0.053055
3.5687e-06,3.3221e-05,0.081796,0.037443,0.053056
3.579e-06,3.3246e-05,0.081873,0.037444,0.053057
3.5893e-06,3.3271e-05,0.08195,0.037445,0.053058
3.5996e-06,3.3296e-05,0.082027,0.037445,0.05306
3.61e-06,3.3321e-05,0.082104,0.037446,0.053061
3.6204e-06,3.3346e-05,0.082181,0.037446,0.053062
3.6309e-06,3.3371e-05,0.082258,0.037447,0.053063
3.6413e-06,3.3396e-05,0.082336,0.037448,0.053065
3.6518e-06,3.3421e-05,0.082413,0.037448,0.053066
3.6624e-06,3.3446e-05,0.08249,0.037449,0.053067
3.6729e-06,3.3471e-05,0.082568,0.03745,0.053069
3.6835e-06,3.3496e-05,0.082646,0.03745,0.05307
3.6941e-06,3.3521e-05,0.082723,0.037451,0.053071
3.7048e-06,3.3547e-05,0.082801,0.037452,0.053072
3.7155e-06,3.3572e-05,0.082879,0.037452,0.053074
3.7262e-06,3.3597e-05,0.082957,0.037453,0.053075
3.7369e-06,3.3622e-05,0.083035,0.037454,0.053076
3.7477e-06,3.3648e-05,0.083113,0.037454,0.053078
3.7585e-06,3.3673e-05,0.083191,0.037455,0.053079
3.7693e-06,3.3698e-05,0.083269,0.037456,0.05308
3.7802e-06,3.3724e-05,0.083347,0.037456,0.053081
3.7911e-06,3.3749e-05,0.083426,0.037457,0.053083
3.802e-06,3.3775e-05,0.083504,0.037458,0.053084
3.813e-06,3.38e-05,0.083583,0.037458,0.053085
3.824e-06,3.3826e-05,0.083661,0.037459,0.053087
3.835e-06,3.3851e-05,0.08374,0.03746,0.053088
3.846e-06,3.3877e-05,0.083819,0.03746,0.053089
3.8571e-06,3.3902e-05,0.083898,0.037461,0.05309
3.8683e-06,3.3928e-05,0.083976,0.037462,0.053092
3.8794e-06,3.3954e-05,0.084055,0.037462,0.053093
3.8906e-06,3.3979e-05,0.084134,0.037463,0.053094
3.9018e-06,3.4005e-05,0.084214,0.037464,0.053096
3.9131e-06,3.4031e-05,0.084293,0.037464,0.053097
3.9243e-06,3.4057e-05,0.084372,0.037465,0.053098
3.9356e-06,3.4082e-05,0.084451,0.037466,0.0531
3.947e-06,3.4108e-05,0.084531,0.037466,0.053101
3.9584e-06,3.4134e-05,0.08461,0.037467,0.053102
3.9698e-06,3.416e-05,0.08469,0.037468,0.053103
3.9812e-06,3.4186e-05,0.08477,0.037468,0.053105
3.9927e-06,3.4212e-05,0.084849,0.037469,0.053106
4.0042e-06,3.4238e-05,0.084929,0.03747,0.053107
4.0158e-06,3.4264e-05,0.085009,0.03747,0.053109
4.0273e-06,3.429e-05,0.085089,0.037471,0.05311
4.0389e-06,3.4316e-05,0.085169,0.037472,0.053111
4.0506e-06,3.4342e-05,0.085249,0.037472,0.053113
4.0623e-06,3.4368e-05,0.085329,0.037473,0.053114
4.074e-06,3.4394e-05,0.085409,0.037474,0.053115
4.0857e-06,3.4421e-05,0.08549,0.037474,0.053117
4.0975e-06,3.4447e-05,0.08557,0.037475,0.053118
4.1093e-06,3.4473e-05,0.085651,0.037476,0.053119
