# xs, ys, ls, ks
4.226329917496224601e-06,9.000038591401416932e-01,1.926060225936821801e+00,8.362289096781977404e-01
4.238514338199613770e-06,9.000039022053735183e-01,1.927951053882520860e+00,8.363446054028211840e-01
4.250733886332894233e-06,9.000039453732727734e-01,1.929843728349240228e+00,8.364602889430470256e-01
4.262988663167711411e-06,9.000039886440671655e-01,1.931738249969052967e+00,8.365759602239338788e-01
4.275278770267676205e-06,9.000040320179846232e-01,1.933634619481931161e+00,8.366916191688223980e-01
4.287604309489201019e-06,9.000040754952537414e-01,1.935532837734456946e+00,8.368072656993679193e-01
4.299965382982353568e-06,9.000041190761037813e-01,1.937432905678411643e+00,8.369228997356226163e-01
4.312362093191693746e-06,9.000041627607642258e-01,1.939334824369243204e+00,8.370385211960286176e-01
4.324794542857128285e-06,9.000042065494653354e-01,1.941238594964406872e+00,8.371541299975009398e-01
4.337262835014762019e-06,9.000042504424375922e-01,1.943144218721574390e+00,8.372697260554933241e-01
4.349767072997749158e-06,9.000042944399122558e-01,1.945051696996707546e+00,8.373853092840090051e-01
4.362307360437152172e-06,9.000043385421209186e-01,1.946961031241997819e+00,8.375008795956786489e-01
4.374883801262798994e-06,9.000043827492958393e-01,1.948872223003659476e+00,8.376164369018369582e-01
4.387496499704146991e-06,9.000044270616694986e-01,1.950785273919579010e+00,8.377319811125277793e-01
4.400145560291141858e-06,9.000044714794752654e-01,1.952700185716814918e+00,8.378475121365969169e-01
4.412831087855089212e-06,9.000045160029467306e-01,1.954616960208940046e+00,8.379630298817805079e-01
4.425553187529521105e-06,9.000045606323181513e-01,1.956535599293230510e+00,8.380785342546633876e-01
4.438311964751074405e-06,9.000046053678291136e-01,1.958456115797438502e+00,8.381940249964465739e-01
4.451107525260331891e-06,9.000046502097217571e-01,1.960378527072585975e+00,8.383095017820717532e-01
4.463939975102752300e-06,9.000046951582306720e-01,1.962302832782012896e+00,8.384249645559049835e-01
4.476809420629510582e-06,9.000047402135906705e-01,1.964229032503038042e+00,8.385404132634031171e-01
4.489715968498389829e-06,9.000047853760373417e-01,1.966157125929626437e+00,8.386558478480398149e-01
4.502659725674667263e-06,9.000048306458066083e-01,1.968087112872011435e+00,8.387712682513897011e-01
4.515640799431996009e-06,9.000048760231351697e-01,1.970018993256214435e+00,8.388866744130926145e-01
4.528659297353298705e-06,9.000049215082600584e-01,1.971952767123476891e+00,8.390020662709409827e-01
4.541715327331657739e-06,9.000049671014189734e-01,1.973888434629584410e+00,8.391174437609043579e-01
4.554808997571206325e-06,9.000050128028499463e-01,1.975825996044094701e+00,8.392328068171662769e-01
4.567940416588031441e-06,9.000050586127916752e-01,1.977765451749455172e+00,8.393481553721404698e-01
4.581109693211067451e-06,9.000051045314836351e-01,1.979706802240013497e+00,8.394634893565502409e-01
4.594316936583000732e-06,9.000051505591653012e-01,1.981650048120915386e+00,8.395788086994421251e-01
4.607562256161173460e-06,9.000051966960771477e-01,1.983595190106885564e+00,8.396941133282039837e-01
4.620845761718491631e-06,9.000052429424600930e-01,1.985542229020890392e+00,8.398094031687095562e-01
4.634167563344334774e-06,9.000052892985553887e-01,1.987491165792676817e+00,8.399246781452225363e-01
4.647527771445464812e-06,9.000053357646049523e-01,1.989442001457184306e+00,8.400399381805617738e-01
4.660926496746948489e-06,9.000053823408513676e-01,1.991394737152829997e+00,8.401551831960694106e-01
4.674363850293077243e-06,9.000054290275375513e-01,1.993349374119655071e+00,8.402704131117186837e-01
4.687839943448251510e-06,9.000054758249070863e-01,1.995305913697331013e+00,8.403856278461235840e-01
4.701354887897964973e-06,9.000055227332039998e-01,1.997264357323037531e+00,8.405008273165823773e-01
4.714908795649685482e-06,9.000055697526728737e-01,1.999224706529179718e+00,8.406160114392005056e-01
4.728501779033797797e-06,9.000056168835589565e-01,2.001186962940960878e+00,8.407311801288562814e-01
4.742133950704531937e-06,9.000056641261078294e-01,2.003151128273803039e+00,8.408463332992970329e-01
4.755805423640899155e-06,9.000057114805657399e-01,2.005117204330607805e+00,8.409614708632330293e-01
4.769516311147623669e-06,9.000057589471793795e-01,2.007085192998851131e+00,8.410765927323060609e-01
4.783266726856088800e-06,9.000058065261972162e-01,2.009055098838655518e+00,8.411916987808514268e-01
4.797056784725272944e-06,9.000058542178729359e-01,2.011026938344286030e+00,8.413067887167091641e-01
4.810886599042694013e-06,9.000059020224551176e-01,2.013000714114184575e+00,8.414218624443068340e-01
4.824756284425362350e-06,9.000059499401916741e-01,2.014976426280183475e+00,8.415369199027296077e-01
4.838665955820723469e-06,9.000059979713311842e-01,2.016954075086572207e+00,8.416519610293917708e-01
4.852615728507615212e-06,9.000060461161226710e-01,2.018933660889083992e+00,8.417669857600733607e-01
4.866605718097222347e-06,9.000060943748159348e-01,2.020915184153771804e+00,8.418819940289435921e-01
4.880636040534033722e-06,9.000061427476609976e-01,2.022898645455765365e+00,8.419969857686244730e-01
4.894706812096802793e-06,9.000061912349087700e-01,2.024884045477905126e+00,8.421119609102379888e-01
4.908818149399514095e-06,9.000062398368106065e-01,2.026871385009256343e+00,8.422269193834299728e-01
4.922970169392356481e-06,9.000062885536181945e-01,2.028860664943492598e+00,8.423418611164166236e-01
4.937162989362654857e-06,9.000063373855839988e-01,2.030851886277142526e+00,8.424567860360373528e-01
4.951396726935899325e-06,9.000063863329611502e-01,2.032845050107713547e+00,8.425716940677995259e-01
4.965671500076683703e-06,9.000064353960030017e-01,2.034840157631662372e+00,8.426865851359222059e-01
4.979987427089689768e-06,9.000064845749636833e-01,2.036837210142230514e+00,8.428014591634052088e-01
4.994344626620670670e-06,9.000065338700979911e-01,2.038836209027129254e+00,8.429163160720547499e-01
5.008743217657430941e-06,9.000065832816609435e-01,2.040837155766071387e+00,8.430311557825214130e-01
5.023183319530816683e-06,9.000066328099083357e-01,2.042840051928151546e+00,8.431459782144272719e-01
5.037665051915699816e-06,9.000066824550965183e-01,2.044844899169060426e+00,8.432607832863049380e-01
5.052188534831975038e-06,9.000067322174821749e-01,2.046851699228139587e+00,8.433755709157751967e-01
5.066753888645550007e-06,9.000067820973229882e-01,2.048860453925262171e+00,8.434903410195309093e-01
5.081361234069344837e-06,9.000068320948766409e-01,2.050871165157543974e+00,8.436050935133999618e-01
5.096010692164294142e-06,9.000068822104017041e-01,2.052883834895874671e+00,8.437198283124368592e-01
5.110702384340346530e-06,9.000069324441573038e-01,2.054898465181261624e+00,8.438345453309527011e-01
5.125436432357474271e-06,9.000069827964028990e-01,2.056915058120993400e+00,8.439492444825945627e-01
5.140212958326681263e-06,9.000070332674058315e-01,2.058933629472452509e+00,8.440639255032349464e-01
5.155032084711013545e-06,9.000070838574329990e-01,2.060954193469080042e+00,8.441785881508881983e-01
5.169893934326576580e-06,9.000071345667440825e-01,2.062976749271591803e+00,8.442932323810268258e-01
5.184798630343562710e-06,9.000071853955989853e-01,2.065001296164240330e+00,8.444078581472728162e-01
5.199746296287229476e-06,9.000072363442584988e-01,2.067027833555996175e+00,8.445224654013911980e-01
5.214737056038987208e-06,9.000072874129838585e-01,2.069056360980392917e+00,8.446370540933447746e-01
5.229771033837381588e-06,9.000073386020368549e-01,2.071086878095266925e+00,8.447516241712810237e-01
5.244848354279137189e-06,9.000073899116801668e-01,2.073119384682408306e+00,8.448661755816115893e-01
5.259969142320188315e-06,9.000074413421765840e-01,2.075153880647117255e+00,8.449807082689950732e-01
5.275133523276713232e-06,9.000074928937898955e-01,2.077190366017653833e+00,8.450952221764213013e-01
5.290341622826174322e-06,9.000075445667842233e-01,2.079228840944588708e+00,8.452097172451773499e-01
5.305593567008362471e-06,9.000075963614246888e-01,2.081269305700045980e+00,8.453241934149516856e-01
5.320889482226433846e-06,9.000076482779765241e-01,2.083311760676834989e+00,8.454386506238438237e-01
5.336229495247965289e-06,9.000077003167057388e-01,2.085356206387467992e+00,8.455530888083481189e-01
5.351613733206002103e-06,9.000077524778790083e-01,2.087402643463062368e+00,8.456675079034760012e-01
5.367042323600110063e-06,9.000078047617636745e-01,2.089451072652120711e+00,8.457819078427648574e-01
5.382515394297434210e-06,9.000078571686274120e-01,2.091501494819187013e+00,8.458962885582781421e-01
5.398033073533758487e-06,9.000079096987386729e-01,2.093553910943375840e+00,8.460106499806869795e-01
5.413595489914566227e-06,9.000079623523665751e-01,2.095608322116767397e+00,8.461249920393099089e-01
5.429202772416109105e-06,9.000080151297805697e-01,2.097664729542669360e+00,8.462393146621259854e-01
5.444855050386473556e-06,9.000080680312508852e-01,2.099723134533738378e+00,8.463536177758638201e-01
5.460552453546667515e-06,9.000081210570484158e-01,2.101783538509957694e+00,8.464679013060164570e-01
5.476295111991645329e-06,9.000081742074445001e-01,2.103845942996463325e+00,8.465821651768944411e-01
5.492083156191456335e-06,9.000082274827111428e-01,2.105910349621227251e+00,8.466964093116553514e-01
5.507916716992283317e-06,9.000082808831209036e-01,2.107976760112578063e+00,8.468106336324157102e-01
5.523795925617534339e-06,9.000083344089468973e-01,2.110045176296559077e+00,8.469248380601952508e-01
5.539720913668930327e-06,9.000083880604629050e-01,2.112115600094126133e+00,8.470390225150709052e-01
5.555691813127601139e-06,9.000084418379433737e-01,2.114188033518174414e+00,8.471531869161779138e-01
5.571708756355170604e-06,9.000084957416648601e-01,2.116262481803383722e+00,8.472673311442441291e-01
5.587771876094862756e-06,9.000085497719154670e-01,2.118338969016523965e+00,8.473814548556335424e-01
5.603881305472595349e-06,9.000086039289723061e-01,2.120417499262278849e+00,8.474955579478862244e-01
5.620037177998085234e-06,9.000086582131101576e-01,2.122498072027450888e+00,8.476096403738413443e-01
5.636239627565954587e-06,9.000087126246048008e-01,2.124580686925274353e+00,8.477237020846517535e-01
5.652488788456843909e-06,9.000087671637323483e-01,2.126665343695041344e+00,8.478377430298156270e-01
5.668784795338518252e-06,9.000088218307698007e-01,2.128752042201628836e+00,8.479517631571984460e-01
5.685127783266989534e-06,9.000088766259947137e-01,2.130840782434922254e+00,8.480657624130435446e-01
5.701517887687631241e-06,9.000089315496849762e-01,2.132931564509132460e+00,8.481797407420443857e-01
5.717955244436305820e-06,9.000089866021194762e-01,2.135024388662003503e+00,8.482936980873495569e-01
5.734439989740485311e-06,9.000090417835775458e-01,2.137119255253905781e+00,8.484076343906026274e-01
5.750972260220383823e-06,9.000090970943392943e-01,2.139216164766814643e+00,8.485215495919963269e-01
5.767552192890099342e-06,9.000091525346852750e-01,2.141315117803168633e+00,8.486354436302510074e-01
5.784179925158704702e-06,9.000092081048968184e-01,2.143416115084595841e+00,8.487493164427234449e-01
5.800855594831454611e-06,9.000092638052556993e-01,2.145519157450531011e+00,8.488631679654095041e-01
5.817579340110882561e-06,9.000093196360444692e-01,2.147624245856679881e+00,8.489769981329806647e-01
5.834351299597955328e-06,9.000093755975464571e-01,2.149731381373363615e+00,8.490908068787990093e-01
5.851171612293225787e-06,9.000094316900452140e-01,2.151840565183715803e+00,8.492045941350443439e-01
5.868040417597980643e-06,9.000094879138251791e-01,2.153951798581739574e+00,8.493183598326589090e-01
5.884957855315398321e-06,9.000095442691715686e-01,2.156065082970217262e+00,8.494321039014497421e-01
5.901924065651706865e-06,9.000096007563698208e-01,2.158180419858465982e+00,8.495458262701012231e-01
5.918939189217345217e-06,9.000096573757063734e-01,2.160297810859941325e+00,8.496595268662423539e-01
5.936003367028131275e-06,9.000097141274679968e-01,2.162417257689674965e+00,8.497732056164881698e-01
5.953116740506424872e-06,9.000097710119423500e-01,2.164538762161554164e+00,8.498868624464795962e-01
5.970279451482308537e-06,9.000098280294174247e-01,2.166662326185426757e+00,8.500004972809405146e-01
5.987491642194753014e-06,9.000098851801822120e-01,2.168787951764033384e+00,8.501141100437193954e-01
6.004753455292804803e-06,9.000099424645260360e-01,2.170915641063855706e+00,8.502277006570329032e-01
6.022065033836761839e-06,9.000099998827454373e-01,2.173045408642575893e+00,8.503412689066156549e-01
6.039426521299377127e-06,9.000100574351347360e-01,2.175177264208477013e+00,8.504548146333932301e-01
6.056838061566992074e-06,9.000101151219841444e-01,2.177311207851675867e+00,8.505683377849880822e-01
6.074299798940810425e-06,9.000101729435843190e-01,2.179447239784440438e+00,8.506818383075473999e-01
6.091811878138037521e-06,9.000102309002264711e-01,2.181585360340135171e+00,8.507953161458309266e-01
6.109374444293096640e-06,9.000102889922025895e-01,2.183725569972054359e+00,8.509087712432382711e-01
6.126987642958830937e-06,9.000103472198053289e-01,2.185867869252131168e+00,8.510222035418446573e-01
6.144651620107708771e-06,9.000104055833280103e-01,2.188012258869513893e+00,8.511356129824252381e-01
6.162366522133034962e-06,9.000104640830645097e-01,2.190158739629010309e+00,8.512489995044753011e-01
6.180132495850162049e-06,9.000105227193093693e-01,2.192307312449396139e+00,8.513623630463181824e-01
6.197949688497709170e-06,9.000105814923579084e-01,2.194457978361579187e+00,8.514757035450446487e-01
6.215818247738780095e-06,9.000106404025057794e-01,2.196610738506624472e+00,8.515890209366723251e-01
6.233738321662188882e-06,9.000106994500496338e-01,2.198765594133624823e+00,8.517023151560494387e-01
6.251710058783688078e-06,9.000107586352866784e-01,2.200922546597417817e+00,8.518155861370236837e-01
6.269733608047194372e-06,9.000108179585145640e-01,2.203081597356149945e+00,8.519288338124084703e-01
6.287809118826031193e-06,9.000108774200318296e-01,2.205242747968673367e+00,8.520420581140489835e-01
6.305936740924157757e-06,9.000109370201374581e-01,2.207406000091776566e+00,8.521552589728655924e-01
6.324116624577417591e-06,9.000109967591314319e-01,2.209571355477246701e+00,8.522684363189232393e-01
6.342348920454781133e-06,9.000110566373138443e-01,2.211738815968752547e+00,8.523815900814440960e-01
6.360633779659593408e-06,9.000111166549857877e-01,2.213908383498547128e+00,8.524947201888667392e-01
6.378971353730826792e-06,9.000111768124489098e-01,2.216080060083983394e+00,8.526078265689231994e-01
6.397361794644351564e-06,9.000112371100055242e-01,2.218253847823844271e+00,8.527209091486542825e-01
6.415805254814141227e-06,9.000112975479586108e-01,2.220429748894463540e+00,8.528339678544705205e-01
6.434301887093614214e-06,9.000113581266114826e-01,2.222607765545663305e+00,8.529470026122449866e-01
6.452851844776851920e-06,9.000114188462718934e-01,2.224787905079597117e+00,8.530600132962993243e-01
6.471455281599876028e-06,9.000114797072583661e-01,2.226970191125028808e+00,8.531729996152888074e-01
6.490112351741927525e-06,9.000115407098758791e-01,2.229154625606382112e+00,8.532859615014831700e-01
6.508823209826743186e-06,9.000116018544283003e-01,2.231341207692450812e+00,8.533988989152546667e-01
6.527588010923836285e-06,9.000116631412200530e-01,2.233529936687053574e+00,8.535118118153858235e-01
6.546406910549781546e-06,9.000117245705563374e-01,2.235720812028893167e+00,8.536247001590884231e-01
6.565280064669506016e-06,9.000117861427430199e-01,2.237913833291324206e+00,8.537375639020761131e-01
6.584207629697579102e-06,9.000118478580867443e-01,2.240109000182012977e+00,8.538504029985435340e-01
6.603189762499511919e-06,9.000119097168948201e-01,2.242306312542500013e+00,8.539632174012092847e-01
6.622226620393054940e-06,9.000119717194751123e-01,2.244505770347651197e+00,8.540760070613543364e-01
6.641318361149499891e-06,9.000120338661363739e-01,2.246707373704998290e+00,8.541887719288276948e-01
6.660465142994994341e-06,9.000120961571878020e-01,2.248911122853968436e+00,8.543015119521089051e-01
6.679667124611844443e-06,9.000121585929397039e-01,2.251117018164991990e+00,8.544142270782952853e-01
6.698924465139835456e-06,9.000122211737027200e-01,2.253325060138490432e+00,8.545269172531910762e-01
6.718237324177564978e-06,9.000122838997882679e-01,2.255535249403743059e+00,8.546395824212750236e-01
6.737605861783706712e-06,9.000123467715085424e-01,2.257747586717611554e+00,8.547522225257736528e-01
6.757030238478421632e-06,9.000124097891765151e-01,2.259962072963153101e+00,8.548648375086967954e-01
6.776510615244633607e-06,9.000124729531054912e-01,2.262178709148077171e+00,8.549774273108664557e-01
6.796047153529376190e-06,9.000125362636098858e-01,2.264397496403070420e+00,8.550899918719288006e-01
6.815640015245132617e-06,9.000125997210046691e-01,2.266618435979976365e+00,8.552025311304245481e-01
6.835289362771175819e-06,9.000126633256052555e-01,2.268841529249822297e+00,8.553150450238171665e-01
6.854995358954914354e-06,9.000127270777281696e-01,2.271066777700697426e+00,8.554275334885204085e-01
6.874758167113242581e-06,9.000127909776903801e-01,2.273294182935468477e+00,8.555399964599346152e-01
6.894577951033895062e-06,9.000128550258096327e-01,2.275523746669337655e+00,8.556524338725395307e-01
6.914454874976801814e-06,9.000129192224042285e-01,2.277755470727226061e+00,8.557648456598443421e-01
6.934389103675451190e-06,9.000129835677932455e-01,2.279989357040995923e+00,8.558772317545129127e-01
6.954380802338254446e-06,9.000130480622965390e-01,2.282225407646484960e+00,8.559895920883833220e-01
6.974430136649915392e-06,9.000131127062346303e-01,2.284463624680368898e+00,8.561019265924694199e-01
6.994537272772804281e-06,9.000131774999284850e-01,2.286704010399595699e+00,8.562142351968762277e-01
7.014702377348332546e-06,9.000132424437123912e-01,2.288946584542775664e+00,8.563265176687374636e-01
7.034925617498336845e-06,9.000133075379178615e-01,2.291191362432260181e+00,8.564387738185802457e-01
7.055207160826459733e-06,9.000133727828656394e-01,2.293438343456447370e+00,8.565510036063659349e-01
7.075547175419546412e-06,9.000134381788773563e-01,2.295687527140673811e+00,8.566632069906165992e-01
7.095945829849041494e-06,9.000135037262755322e-01,2.297938913146853057e+00,8.567753839284606432e-01
7.116403293172340015e-06,9.000135694253830199e-01,2.300192501273004009e+00,8.568875343756392482e-01
7.136919734934264662e-06,9.000136352765237824e-01,2.302448291452678486e+00,8.569996582865033741e-01
7.157495325168420177e-06,9.000137012800224490e-01,2.304706283754264451e+00,8.571117556140992466e-01
7.178130234398614681e-06,9.000137674362040929e-01,2.306966478380179097e+00,8.572238263101810141e-01
7.198824633640271677e-06,9.000138337453948978e-01,2.309228875665936709e+00,8.573358703251884316e-01
7.219578694401848828e-06,9.000139002079216022e-01,2.311493476079093945e+00,8.574478876083527767e-01
7.240392588686260127e-06,9.000139668241116109e-01,2.313760280218067678e+00,8.575598781076803068e-01
7.261266488992300609e-06,9.000140335942933278e-01,2.316029288810818265e+00,8.576718417699888963e-01
